FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
K40390,,2003,Lightning,2003-K40390,506.2,LANDSAT5,,2.00705E+13,20030806,digitized,JA70003000,,1977921,5062571.177,13040.6258,,
K40469,,2003,Lightning,2003-K40469,1586.2,LANDSAT5,,2.00705E+13,20030808,digitized,JA70003000,,1977922,15862277.1,36536.7663,,
K40469,,2003,Lightning,2003-K40469,133.6,LANDSAT5,,2.00705E+13,20030808,Area 2 of 2,JA70003000,,1977923,1336698.968,8164.953,,
K40566,,2003,Lightning,2003-K40566,896.7,LANDSAT5,,2.00705E+13,20030811,Area 1 of 2,JA70003000,,1977924,8967770.479,35203.3593,,
K40566,,2003,Lightning,2003-K40566,23.8,LANDSAT5,,2.00705E+13,20030811,Area 2 of 2,JA70003000,,1977925,238413.5489,1963.4669,,
K40695,,2003,Lightning,2003-K40695,62.4,LANDSAT5,,2.00705E+13,20030903,Part 1 of 2 Some shadow,JA70003000,,1977926,624647.3576,4141.8885,,
C50508,,2004,Lightning,2004-C50508,110.7,LANDSAT5,,2.00705E+13,20040816,digitized,JA70003000,,1977999,1107973.293,5816.0178,,
G30401,,2004,Lightning,2004-G30401,505.2,LANDSAT5,,2.00705E+13,20040725,digitized,JA70003000,,1978000,5052163.652,15089.7381,,
G30485,,2004,Lightning,2004-G30485,3851.5,LANDSAT5,,2.00705E+13,20040812,Uncertain sections in shadow,JA70003000,,1978001,38515257.4,96769.4753,,
G40152,,2004,Lightning,2004-G40152,10464.4,LANDSAT5,,2.00705E+13,20040620,digitized,JA70003000,,1978002,104644404.8,63151.0376,,
G40189,,2004,Lightning,2004-G40189,1849.6,LANDSAT5,,2.00705E+13,20040623,digitized,JA70003000,,1978003,18496649.85,39421.8337,,
G40496,,2004,Lightning,2004-G40496,387.8,LANDSAT5,,2.00705E+13,20040812,digitized,JA70003000,,1978004,3878242.635,14000.4746,,
G50037,,2004,Person,2004-G50037,125.4,LANDSAT5,,2.00705E+13,20040420,Very questionable,JA70003000,,1978005,1254822.958,6521.6259,,
K60003,,2005,Person,2005-K60003,3.6,,,,20050406,Unkwn,JA70003000,,1978112,36637.5879,978.6647,,
K60004,,2005,Person,2005-K60004,22.3,,,,20050409,Unkwn,JA70003000,,1978113,223393.5743,2132.6106,,
K70135,,2005,Person,2005-K70135,3519.7,,,,20050801,Unkwn,JA70003000,,1978114,35197717.08,25866.4184,,
R10011,,2005,Person,2005-R10011,0.8,,,,20050424,Unkwn,JA70003000,,1978115,8345.6279,376.8731,,
R10028,,2005,Person,2005-R10028,2,,,,20050428,Unkwn,JA70003000,,1978116,20875.121,737.1263,,
R10034,,2005,Person,2005-R10034,0.9,,,,20050501,Unkwn,JA70003000,,1978117,9890.0047,404.9066,,
R30003,,2005,Person,2005-R30003,0.4,,,,20050421,Unkwn,JA70003000,,1978118,4036.4646,312.0858,,
R40006,,2005,Person,2005-R40006,7.9,,,,20050421,Unkwn,JA70003000,,1978119,79377.8409,1705.0752,,
R40007,,2005,Person,2005-R40007,2.1,,,,20050421,Unkwn,JA70003000,,1978120,21194.6568,627.6692,,
R40008,,2005,Person,2005-R40008,0.7,,,,20050423,Unkwn,JA70003000,,1978121,7977.031,360.9719,,
R40012,,2005,Person,2005-R40012,3.1,,,,20050424,Unkwn,JA70003000,,1978122,31687.2632,948.0204,,
R40013,,2005,Person,2005-R40013,0.5,,,,20050424,Unkwn,JA70003000,,1978123,5167.4283,407.6988,,
G70279,,2006,Person,2006-G70279,0,,,,20060627,Unkwn,JA70003000,,1978235,292.412,69.211,,
G70280,,2006,Lightning,2006-G70280,0.1,OZI Explorer,20060627,20081112,20060620,GPS-TRACK,JA70003000,,1978236,1332.35,131.4041,,
G70294,,2006,Lightning,2006-G70294,0,OZI Explorer,,2.00705E+13,20060627,GPS-TRACK,JA70003000,,1978237,440.8097,85.8571,,
G70308,,2006,Lightning,2006-G70308,0.5,OZI Explorer,,2.00705E+13,20060724,GPS-TRACK,JA70003000,,1978238,5114.0779,273.6346,,
G70309,,2006,Lightning,2006-G70309,9992.2,LANDSAT5,20060723,2.0071E+13,20060628,digitized,JA70003000,,1978239,99922728.34,156959.3763,,
G70312,,2006,Lightning,2006-G70312,0,OZI Explorer,,20081112,20060627,GPS-TRACK,JA70003000,,1978240,105.8508,39.2621,,
G70316,,2006,Lightning,2006-G70316,1.5,,,,20060630,Unkwn,JA70003000,,1978241,15651.7991,538.6046,,
G70319,,2006,Lightning,2006-G70319,8165.7,LANDSAT5,20060723,2.0071E+13,20060629,Area 1 of 2,JA70003000,,1978242,81657031.01,131963.1924,,
G70319,,2006,Lightning,2006-G70319,72.3,LANDSAT5,20060723,2.0071E+13,20060629,Area 2 of 2,JA70003000,,1978243,723131.1733,8546.1638,,
G70323,,2006,Lightning,2006-G70323,1.2,OZI Explorer,,2.00705E+13,20060630,GPS-TRACK,JA70003000,,1978244,12406.8115,469.7879,,
G70329,,2006,Lightning,2006-G70329,3016.8,LANDSAT5,20060723,2.0071E+13,20060701,digitized,JA70003000,,1978245,30168026.96,66157.8745,,
G70333,,2006,Lightning,2006-G70333,1518.3,LANDSAT5,20060723,2.0071E+13,20060701,Area 1 of 3,JA70003000,,1978246,15183622.84,35526.6471,,
K40695,,2003,Lightning,2003-K40695,116.3,LANDSAT5,,2.00705E+13,20030903,Part 2 of 2 Lots of shadow.,JA70003000,,1977927,1163791.678,5009.6134,,
K50007,,2003,Person,2003-K50007,3.3,GPS,,20110520,20030401,GPS-TRACK,JA70003000,,1977928,33909.2838,796.1285,,
K50121,,2003,Person,2003-K50121,7.6,GPS,,20110520,20030702,GPS-TRACK,JA70003000,,1977929,76503.0854,2032.9943,,
K50195,,2003,Person,2003-K50195,660.7,LANDSAT5,,2.00705E+13,20030716,digitized,JA70003000,,1977930,6607665.237,12748.9889,,
K50628,,2003,Lightning,2003-K50628,25635.6,LANDSAT5,,2.00705E+13,20030816,Some cloud; hard to see in many areas.,JA70003000,,1977931,256356664.3,152955.9988,,
K50661,,2003,Person,2003-K50661,3173.4,RAM Systems,20030903,20110520,20030822,Unknown,JA70003000,,1977932,31734396.43,34597.1896,,
G50165,,2004,Lightning,2004-G50165,45.1,LANDSAT5,,2.00705E+13,20040621,digitized,JA70003000,,1978006,451452.9985,3800.8603,,
G60166,,2004,Lightning,2004-G60166,616.6,LANDSAT5,,2.00705E+13,20040621,digitized,JA70003000,,1978007,6166093.482,21335.0547,,
G80200,,2004,Lightning,2004-G80200,616.5,LANDSAT5,,2.00705E+13,20040623,digitized,JA70003000,,1978008,6165406.795,24756.2202,,
G80238,,2004,Lightning,2004-G80238,92.9,LANDSAT5,,2.00705E+13,20040626,digitized,JA70003000,,1978009,929256.6223,9416.6301,,
G90138,,2004,Lightning,2004-G90138,129.9,LANDSAT5,,2.00705E+13,20040618,digitized,JA70003000,,1978010,1299251.458,8782.383,,
G90232,,2004,Lightning,2004-G90232,26894.5,Protection sketch,,2.00705E+13,20040626,Very uncertain - no photo confirmation,JA70003000,,1978011,268945242.4,135008.8386,,
G90272,,2004,Lightning,2004-G90272,90.4,LANDSAT5,,2.00705E+13,20040701,digitized,JA70003000,,1978012,904964.7829,5831.706,,
R40015,,2005,Person,2005-R40015,111.8,,,,20050430,Unkwn,JA70003000,,1978124,1118249.429,6182.7471,,
R40016,,2005,Person,2005-R40016,45.8,,,,20050429,Unkwn,JA70003000,,1978125,458276.6153,4264.7102,,
R40020,,2005,Person,2005-R40020,24.7,,,,20050430,Unkwn,JA70003000,,1978126,247639.8403,2799.955,,
R40021,,2005,Person,2005-R40021,11.7,,,,20050430,Unkwn,JA70003000,,1978127,117705.6333,1979.4287,,
R40022,,2005,Person,2005-R40022,7,,,,20050430,Unkwn,JA70003000,,1978128,70162.2726,1160.3975,,
R40023,,2005,Person,2005-R40023,12.8,,,,20050430,Unkwn,JA70003000,,1978129,128858.2546,1531.9661,,
R40024,,2005,Person,2005-R40024,13.7,,,,20050430,Unkwn,JA70003000,,1978130,137478.3019,2088.4417,,
R40025,,2005,Person,2005-R40025,5.8,,,,20050430,Unkwn,JA70003000,,1978131,62131.2532,1133.4813,,
R40026,,2005,Person,2005-R40026,22.3,,,,20050420,Unkwn,JA70003000,,1978132,223598.147,2038.6576,,
R90040,,2005,Person,2005-R90040,105.4,,,,20050511,Unkwn,JA70003000,,1978133,1054755.939,5511.8338,,
V30268,,2005,Lightning,2005-V30268,269.5,LANDSAT5,,2.00705E+13,20050810,digitized,JA70003000,,1978134,2695892.393,14472.0093,,
G70333,,2006,Lightning,2006-G70333,116.9,LANDSAT5,20060723,2.0071E+13,20060701,Area 2 of 3,JA70003000,,1978247,1169831.457,5784.2623,,
G70333,,2006,Lightning,2006-G70333,7.9,LANDSAT5,20060723,2.0071E+13,20060701,Area 3 of 3,JA70003000,,1978248,79971.7047,1212.8875,,
G70342,,2006,Lightning,2006-G70342,2.3,,,,20060702,Unkwn,JA70003000,,1978249,23838.4635,1084.0967,,
G70434,,2006,Lightning,2006-G70434,0,OZI Explorer,,2.00705E+13,20060705,GPS-TRACK,JA70003000,,1978250,521.7275,88.0724,,
G70446,,2006,Lightning,2006-G70446,70.2,LANDSAT5,20060822,2.0071E+13,20060704,Area 2 of 2.  Partially obscured by cloud,JA70003000,,1978251,702372.0919,5979.6139,,
K70611,,2003,Lightning,2003-K70611,331.9,LANDSAT5,,2.00705E+13,20030815,digitized,JA70003000,,1977933,3319645.166,13483.5332,,
K70620,,2003,Lightning,2003-K70620,1769.3,LANDSAT5,,2.00705E+13,20030815,digitized,JA70003000,,1977934,17693853.43,48362.4526,,
N10007,,2003,Person,2003-N10007,327.3,LANDSAT5,,2.00705E+13,20030419,digitized,JA70003000,,1977935,3273101.204,11731.459,,
G90273,,2004,Lightning,2004-G90273,189.5,LANDSAT5,,2.00705E+13,20040701,digitized,JA70003000,,1978013,1895887.402,7486.6052,,
G90310,,2004,Lightning,2004-G90310,2647.5,LANDSAT5,,2.00705E+13,20040715,digitized,JA70003000,,1978014,26475261.4,76473.2576,,
G90352,,2004,Lightning,2004-G90352,12583.3,Ozi,2.01209E+13,2.01209E+13,20040717,GPS-TRACK,JA70003000,,1978015,125833032.1,82101.2265,,
G90440,,2004,Lightning,2004-G90440,911.9,LANDSAT5,,2.00705E+13,20040801,digitized,JA70003000,,1978016,9119686.135,33659.7579,,
G90441,,2004,Lightning,2004-G90441,9201.7,LANDSAT5,,2.00705E+13,20040801,2 fires joined together,JA70003000,,1978017,92017729.2,145043.7055,,
K10367,,2004,Lightning,2004-K10367,4303.3,LANDSAT5,,2.00705E+13,20040725,digitized,JA70003000,,1978018,43033343.04,64926.4078,,
K10370,,2004,Lightning,2004-K10370,73.9,LANDSAT5,,2.00705E+13,20040725,digitized,JA70003000,,1978019,739770.5953,5343.4598,,
C10025,,2006,Person,2006-C10025,4.2,,,,20060425,Unkwn,JA70003000,,1978135,42366.7747,1267.2624,,
C10121,,2006,Person,2006-C10121,0.3,OZI Explorer,,20081112,20060620,GPS-TRACK,JA70003000,,1978136,2890.5338,258.8694,,
C10157,,2006,Lightning,2006-C10157,8060.5,LANDSAT5,20060721,2.0071E+13,20060703,digitized,JA70003000,,1978137,80605083.56,114855.8085,,
C10161,,2006,Lightning,2006-C10161,10810.1,LANDSAT5,20060721,2.0071E+13,20060705,digitized,JA70003000,,1978138,108101847.3,138700.4508,,
C10183,,2006,Lightning,2006-C10183,43.7,,20060710,20110519,20060704,Unknown,JA70003000,,1978139,437121.6681,3985.3458,,
C10204,,2006,Lightning,2006-C10204,1108.1,LANDSAT5,20060721,2.0071E+13,20060705,digitized,JA70003000,,1978140,11081612.35,28776.514,,
C10431,,2006,Lightning,2006-C10431,92.2,OZI Explorer,,2.00705E+13,20060913,GPS-TRACK,JA70003000,,1978141,922767.909,5612.4596,,
C10463,,2006,Lightning,2006-C10463,511.2,OZI Explorer,,2.00705E+13,20060910,GPS-TRACK,JA70003000,,1978142,5112236.084,11516.148,,
C10466,,2006,Lightning,2006-C10466,1238,OZI Explorer,,2.00705E+13,20060708,GPS-TRACK,JA70003000,,1978143,12380468.35,26571.2613,,
G70446,,2006,Lightning,2006-G70446,19.5,LANDSAT5,20060822,2.0071E+13,20060704,Area 1 of 2.  Partially obscured by cloud,JA70003000,,1978252,195896.0569,2730.4234,,
G70464,,2006,Lightning,2006-G70464,2,OZI Explorer,,2.00705E+13,20060920,GPS-TRACK,JA70003000,,1978253,20403.2289,601.2957,,
G70471,,2006,Lightning,2006-G70471,0.7,OZI Explorer,,2.00705E+13,20060704,GPS-TRACK,JA70003000,,1978254,7630.4422,348.7933,,
G70473,,2006,Lightning,2006-G70473,8,OZI Explorer,,2.00705E+13,20060710,GPS-TRACK,JA70003000,,1978255,80144.2754,1068.1973,,
G70595,,2006,Lightning,2006-G70595,0.5,OZI Explorer,,2.00705E+13,20060720,GPS-TRACK,JA70003000,,1978256,5368.4112,320.5504,,
G70611,,2006,Lightning,2006-G70611,305.7,OZI Explorer,,20070517,20060724,GPS-TRACK,JA70003000,,1978257,1019016.272,5476.6252,,
G70611,,2006,Lightning,2006-G70611,305.7,OZI Explorer,,20070517,20060724,GPS-TRACK,JA70003000,,1978258,1389480.956,6791.4584,,
N10223,,2003,Person,2003-N10223,155.3,LANDSAT5,,2.00705E+13,20030726,digitized,JA70003000,,1977936,1553468.563,9226.5599,,
N10355,,2003,Lightning,2003-N10355,587.6,LANDSAT5,,2.00705E+13,20030805,digitized,JA70003000,,1977937,5876415.382,16597.6203,,
N10470,,2003,Lightning,2003-N10470,10891.9,LANDSAT5,,2.00705E+13,20030807,digitized,JA70003000,,1977938,108919440.5,75833.3653,,
N10530,,2003,Lightning,2003-N10530,8.9,RAM Systems,20030818,20110520,20030807,Unknown,JA70003000,,1977939,89073.2725,1126.6133,,
N10689,,2003,Lightning,2003-N10689,3580.5,LANDSAT5,,2.00705E+13,20030813,digitized,JA70003000,,1977940,35805477.78,49970.5252,,
K10384,,2004,Lightning,2004-K10384,93.4,LANDSAT5,,2.00705E+13,20040725,Partially obscured by shadow,JA70003000,,1978020,934867.3493,4399.9019,,
K10398,,2004,Lightning,2004-K10398,190.5,LANDSAT5,,2.00705E+13,20040726,digitized,JA70003000,,1978021,1905465.464,7468.2003,,
K10409,,2004,Lightning,2004-K10409,275.7,LANDSAT5,,2.00705E+13,20040728,digitized,JA70003000,,1978022,2757889.015,18659.7086,,
K10413,,2004,Lightning,2004-K10413,174.6,LANDSAT5,,2.00705E+13,20040728,Area 2 of 2,JA70003000,,1978023,1746623.79,7574.7121,,
C20040,,2006,Person,2006-C20040,1.1,OZI Explorer,20060804,20081112,20060502,GPS-TRACK,JA70003000,,1978144,10517.9185,514.1475,,
C20108,,2006,Lightning,2006-C20108,0.3,,,,20060615,Unkwn,JA70003000,,1978145,3083.7453,239.4952,,
C20139,,2006,Person,2006-C20139,0.8,,,,20060630,Unkwn,JA70003000,,1978146,8135.0694,427.0544,,
C20261,,2006,Person,2006-C20261,1.8,OZI Explorer,,20081112,20060722,GPS-TRACK,JA70003000,,1978147,18133.248,907.15,,
G70611,,2006,Lightning,2006-G70611,305.7,OZI Explorer,,20070517,20060724,GPS-TRACK,JA70003000,,1978259,151203.9881,1887.4723,,
G70611,,2006,Lightning,2006-G70611,305.7,OZI Explorer,,20070517,20060724,GPS-TRACK,JA70003000,,1978260,497356.7404,4454.1139,,
G70680,,2006,Person,2006-G70680,44.5,OZI Explorer,,2.00705E+13,20060830,GPS-TRACK,JA70003000,,1978261,445653.8327,3601.6317,,
G70747,,2006,Person,2006-G70747,1.5,OZI Explorer,,20081112,20060908,GPS-TRACK,JA70003000,,1978262,15469.3785,526.8679,,
G70789,,2006,Person,2006-G70789,2,OZI Explorer,,2.00705E+13,20061006,GPS-TRACK,JA70003000,,1978263,20835.2912,886.9692,,
G70804,,2006,Person,2006-G70804,0.1,OZI Explorer,,2.00705E+13,20061009,GPS-TRACK,JA70003000,,1978264,1394.0679,159.7985,,
N10691,,2003,Lightning,2003-N10691,81.2,RAM Systems,20030817,20110520,20030813,Unknown,JA70003000,,1977941,812072.3704,3409.0741,,
N10694,,2003,Lightning,2003-N10694,3266,LANDSAT5,,2.00705E+13,20030813,digitized,JA70003000,,1977942,32660730.77,38921.348,,
N10748,,2003,Lightning,2003-N10748,1178.6,LANDSAT5,,2.00705E+13,20030820,digitized,JA70003000,,1977943,11786780.35,24036.0847,,
N20101,,2003,Person,2003-N20101,21.3,Unknown,20030704,20110520,20030703,Unknown,JA70003000,,1977944,213889.6281,2128.8909,,
N20269,,2003,Lightning,2003-N20269,3291,LANDSAT5,,2.00705E+13,20030730,digitized,JA70003000,,1977945,32910529.99,60243.6246,,
N20289,,2003,Lightning,2003-N20289,731.9,LANDSAT5,,2.00705E+13,20030731,digitized,JA70003000,,1977946,7319765.604,23341.8304,,
N20321,,2003,Lightning,2003-N20321,10734.1,LANDSAT5,,2.00705E+13,20030731,Also Includes N20267,JA70003000,,1977947,107341783.5,112373.7837,,
K10413,,2004,Lightning,2004-K10413,38.2,LANDSAT5,,2.00705E+13,20040728,Area 1 of 2,JA70003000,,1978024,382172.7088,2844.4188,,
K10413,,2004,Lightning,2004-K10413,66.7,LANDS5,,2.00705E+13,20040728,Area 2 of 2,JA70003000,,1978025,667174.9925,5006.8182,,
K10422,,2004,Lightning,2004-K10422,464.3,LANDSAT5,,2.00705E+13,20040730,digitized,JA70003000,,1978026,4643835.35,15595.9039,,
K10426,,2004,Lightning,2004-K10426,474.9,LANDSAT5,,2.00705E+13,20040731,Area 1 of 2,JA70003000,,1978027,4749938.601,14318.9475,,
K10429,,2004,Lightning,2004-K10429,208.3,LANDSAT5,,2.00705E+13,20040801,digitized,JA70003000,,1978028,2083166.201,14328.1588,,
K10442,,2004,Lightning,2004-K10442,108.5,LANDSAT5,,2.00705E+13,20040803,digitized,JA70003000,,1978029,1085777.179,5275.7103,,
K20139,,2004,Lightning,2004-K20139,181.4,LANDSAT5,,2.00705E+13,20040623,digitized,JA70003000,,1978030,1814522.819,7841.7567,,
K40563,,2004,Lightning,2004-K40563,203.8,LANDSAT5,,2.00705E+13,20040817,digitized,JA70003000,,1978031,2038406.394,9581.4512,,
K60610,,2004,Lightning,2004-K60610,21.9,LANDSAT5,,2.00705E+13,20040819,Area 1 of 2,JA70003000,,1978032,219685.8168,2405.7682,,
C20302,,2006,Lightning,2006-C20302,0.9,OZI Explorer,,20081112,20060706,GPS-TRACK,JA70003000,,1978148,8577.7889,340.5138,,
C30424,,2006,Lightning,2006-C30424,127.1,OZI Explorer,,20081112,20060904,GPS-TRACK,JA70003000,,1978149,1270531.301,5101.2555,,
C30429,,2006,Lightning,2006-C30429,273.7,OZI Explorer,20060912,20081112,20060904,GPS-TRACK,JA70003000,,1978150,2736586.549,7871.6498,,
C40072,,2006,Lightning,2006-C40072,1.4,OZI Explorer,20060517,20081112,20060516,GPS-TRACK,JA70003000,,1978151,13667.9642,839.7268,,
C40257,,2006,Lightning,2006-C40257,5.3,OZI Explorer,,20081112,20060705,GPS-TRACK,JA70003000,,1978152,52871.2671,1097.3342,,
C50090,,2006,Person,2006-C50090,26,OZI Explorer,,20081112,20050510,GPS-TRACK,JA70003000,,1978153,260184.5919,2806.0319,,
G80013,,2006,Person,2006-G80013,18.4,OZI Explorer,,2.00705E+13,20060412,GPS-TRACK,JA70003000,,1978265,184799.529,3474.1404,,
G80036,,2006,Person,2006-G80036,0.1,OZI Explorer,20060810,20081112,20060419,GPS-TRACK,JA70003000,,1978266,679.6916,97.7294,,
G80037,,2006,Person,2006-G80037,1.4,OZI Explorer,,2.00705E+13,20060912,GPS-TRACK,JA70003000,,1978267,14882.6897,484.0603,,
G80055,,2006,Person,2006-G80055,9.6,,,,20060426,Unkwn,JA70003000,,1978268,96508.5844,1353.0038,,
G80055,,2006,Person,2006-G80055,3,,,,20060426,Unkwn,JA70003000,,1978269,30752,708.7349,,
G80076,,2006,Person,2006-G80076,19,,,,20060429,Unkwn,JA70003000,,1978270,190727.3079,2630.5323,,
G80082,,2006,Person,2006-G80082,23.8,,,,20060430,Unkwn,JA70003000,,1978271,238027.2267,2652.2737,,
N20658,,2003,Lightning,2003-N20658,170.2,LANDSAT5,,2.00705E+13,20030811,digitized,JA70003000,,1977948,1702798.776,8502.5998,,
N20751,,2003,Lightning,2003-N20751,94.3,LANDSAT5,,2.00705E+13,20030820,digitized,JA70003000,,1977949,943137.7858,4321.2859,,
N40198,,2003,Lightning,2003-N40198,245.4,LANDSAT5,,2.00705E+13,20030712,digitized,JA70003000,,1977950,2454712.634,12527.6896,,
K60610,,2004,Lightning,2004-K60610,9.7,LANDSAT5,,2.00705E+13,20040819,Area 2 of 2,JA70003000,,1978033,97549.7031,1678.0467,,
K70099,,2004,Lightning,2004-K70099,1537.5,LANDSAT5,,2.00705E+13,20040618,digitized,JA70003000,,1978034,15375786.41,18440.5558,,
K70112,,2004,Lightning,2004-K70112,,LANDSAT5,,,,Modified from Protection,JA70003000,,1978035,8105586.402,14250.5808,,
K70172,,2004,Lightning,2004-K70172,846.1,LANDSAT5,,2.00705E+13,20040624,Modified from Protection,JA70003000,,1978036,8461007.044,18376.5686,,
K70198,,2004,Lightning,2004-K70198,2104.3,Satelite Imagery - derived,,20160708,20040625,Modified from Protection,JA70003000,,1978037,21042746.37,50679.2256,,
K70498,,2004,Lightning,2004-K70498,79.5,LANDSAT5,,2.00705E+13,20040814,digitized,JA70003000,,1978038,795654.6661,6304.2121,,
C50112,,2006,Lightning,2006-C50112,2.9,OZI Explorer,20060615,20081112,20060612,GPS-TRACK,JA70003000,,1978154,28692.801,716.7019,,
C50114,,2006,Person,2006-C50114,1.2,,,,20060616,Unkwn,JA70003000,,1978155,12277.6634,802.0538,,
G80091,,2006,Person,2006-G80091,16.2,,,,20060430,Unkwn,JA70003000,,1978272,162234.9645,1923.3981,,
G80107,,2006,Person,2006-G80107,6.1,OZI Explorer,,20081112,20060504,GPS-TRACK,JA70003000,,1978273,60506.3137,1095.1366,,
G80217,,2006,Lightning,2006-G80217,19.3,,,,20060610,Unkwn,JA70003000,,1978274,193266.2663,2991.1227,,
G80230,,2006,Person,2006-G80230,0,,,,20060613,Unkwn,JA70003000,,1978275,400.6522,96.2476,,
G80262,,2006,Lightning,2006-G80262,1.2,,,,20060629,Unkwn,JA70003000,,1978276,12420.4913,554.463,,
G80264,,2006,Lightning,2006-G80264,0.8,,,,20060623,Unkwn,JA70003000,,1978277,8545.2537,501.5128,,
G80334,,2006,Person,2006-G80334,0.3,OZI Explorer,,2.00705E+13,20060701,GPS-TRACK,JA70003000,,1978278,3051.9616,212.9297,,
G80343,,2006,Lightning,2006-G80343,866.8,LANDSAT5,20060907,2.0071E+13,20060702,Area 1 of 2,JA70003000,,1978279,8668133.849,29894.721,,
G80343,,2006,Lightning,2006-G80343,14.1,LANDSAT5,20060907,2.0071E+13,20060907,Area 2 of 2,JA70003000,,1978280,141510.9754,1587.2252,,
G80347,,2006,Lightning,2006-G80347,3258.2,LANDSAT5,20060907,2.0071E+13,20060702,digitized,JA70003000,,1978281,32582465.56,59336.9412,,
G80349,,2006,Lightning,2006-G80349,2721.1,LANDSAT5,20060907,2.0071E+13,20060702,digitized,JA70003000,,1978282,27211915.69,52818.2889,,
G80351,,2006,Lightning,2006-G80351,115.5,LANDSAT5,20060907,2.0071E+13,20060703,South East section hard to see,JA70003000,,1978283,1155749.465,8533.4453,,
N40396,,2003,Lightning,2003-N40396,637.3,LANDSAT5,,2.00705E+13,20030806,digitized,JA70003000,,1977951,6373769.411,14528.5387,,
N40464,,2003,Lightning,2003-N40464,202.6,LANDSAT5,,2.00705E+13,20030807,digitized,JA70003000,,1977952,2026126.751,9687.1716,,
N40550,,2003,Lightning,2003-N40550,327.5,LANDSAT5,,2.00705E+13,20030808,Partiall obscured by cloud,JA70003000,,1977953,3275767.701,12546.9445,,
N40566,,2003,Lightning,2003-N40566,211.9,LANDSAT5,,2.00705E+13,20030809,digitized,JA70003000,,1977954,2119588.334,8706.0236,,
K70499,,2004,Lightning,2004-K70499,426.3,LANDSAT5,,2.00705E+13,20040814,digitized,JA70003000,,1978039,4263903.284,12942.3888,,
N40184,,2004,Lightning,2004-N40184,134.5,LANDSAT5,,2.00705E+13,20040717,digitized,JA70003000,,1978040,1345445.104,8422.5178,,
C50135,,2006,Person,2006-C50135,0.4,,,,20060629,Unkwn,JA70003000,,1978156,4401.7814,382.5393,,
C50148,,2006,Lightning,2006-C50148,11118.6,OZI Explorer,20060721,2.0071E+13,20060702,GPS-TRACK,JA70003000,,1978157,111186764.6,117206.2546,,
C50297,,2006,Lightning,2006-C50297,0.4,OZI Explorer,,20081112,20060723,GPS-TRACK,JA70003000,,1978158,3826.0769,254.6795,,
G80353,,2006,Lightning,2006-G80353,5068.4,LANDSAT5,20060907,2.0071E+13,20060702,Patially obscured by cloud.,JA70003000,,1978284,50684347.75,92460.3239,,
G80355,,2006,Lightning,2006-G80355,96,LANDSAT5,20060907,2.0071E+13,20060702,digitized,JA70003000,,1978285,960072.7649,6459.0353,,
G80375,,2006,Lightning,2006-G80375,748.4,LANDSAT5,20060907,2.0071E+13,20060703,digitized,JA70003000,,1978286,7484278.038,25188.4233,,
G80381,,2006,Lightning,2006-G80381,3905.7,LANDSAT5,20060907,2.0071E+13,20060703,digitized,JA70003000,,1978287,39057904.27,66256.4335,,
G80400,,2006,Lightning,2006-G80400,17.9,,,,20060507,Unkwn,JA70003000,,1978288,179333.4679,2059.4944,,
G80414,,2006,Lightning,2006-G80414,0,OZI Explorer,,20081112,20060703,GPS-TRACK,JA70003000,,1978289,78.5122,35.7196,,
G80452,,2006,Lightning,2006-G80452,342.5,LANDSAT5,20060907,2.0071E+13,20060704,Area 1 of 2,JA70003000,,1978290,3425924.185,15560.9806,,
G80452,,2006,Lightning,2006-G80452,165.6,LANDSAT5,20060907,2.0071E+13,20060704,Area 2 of 2,JA70003000,,1978291,1656466.184,8950.6964,,
G80487,,2006,Lightning,2006-G80487,114.2,LANDSAT5,20060822,2.0071E+13,20060705,Area 1 of 2,JA70003000,,1978292,1142557.744,6860.1182,,
G80487,,2006,Lightning,2006-G80487,41.3,LANDSAT5,20060822,2.0071E+13,20060705,Area 2 of 2,JA70003000,,1978293,413111.2381,5555.4164,,
G80666,,2006,Lightning,2006-G80666,6.7,OZI Explorer,,2.00705E+13,20060823,GPS-TRACK,JA70003000,,1978294,67884.6324,1409.3322,,
G80697,,2006,Person,2006-G80697,0.4,OZI Explorer,,2.00705E+13,20060828,GPS-TRACK,JA70003000,,1978295,4267.3163,340.5009,,
G80758,,2006,Person,2006-G80758,132.9,OZI Explorer,,2.00705E+13,20060912,GPS-TRACK,JA70003000,,1978296,1329912.629,7569.5121,,
N40570,,2003,Lightning,2003-N40570,393.3,LANDSAT5,,2.00705E+13,20030909,Area 1,JA70003000,,1977955,3933471.592,13105.5511,,
N40570,,2003,Lightning,2003-N40570,251.3,LANDSAT5,,2.00705E+13,20030809,digitized,JA70003000,,1977956,2513650.419,9934.3369,,
N40379,,2004,Lightning,2004-N40379,162.2,LANDSAT5,,2.00705E+13,20040810,digitized,JA70003000,,1978041,1622777.253,8212.3607,,
N70177,,2004,Lightning,2004-N70177,13,LANDSAT5,,2.00705E+13,20040716,Area 2 of 2,JA70003000,,1978042,130155.9863,1753.4783,,
N70177,,2004,Lightning,2004-N70177,90,LANDSAT5,,2.00705E+13,20040716,Area 1 of 2,JA70003000,,1978043,900943.7473,7163.3262,,
